country,total_papers,total_citations,topic,name
Luxembourg,3,5,162317418,Transcriptome
Luxembourg,5,97,169760540,Neuroscience
Luxembourg,4,46,180747234,Cognitive psychology
Luxembourg,1,0,181199279,Enzyme
Luxembourg,1,4,185592680,Chemistry
Luxembourg,3,84,186060115,Biological system
Luxembourg,3,4,189014844,Cell type
Luxembourg,6,62,189206191,Genomics
Luxembourg,1,5,193252679,Phylogenetic tree
Luxembourg,1,4,203014093,Immunology
Luxembourg,3,8,207001950,In vivo
Luxembourg,3,10,522805319,Electroencephalography
Luxembourg,2,39,523546767,Bacteria
Luxembourg,1,0,552990157,DNA
Luxembourg,4,13,1491633281,Cell
Luxembourg,2,8,2522874641,Virus
Luxembourg,2,12,2776878037,Zebrafish
Luxembourg,4,37,2777904410,Software
Luxembourg,11,900,2779134260,Disease
Luxembourg,3,35,2908647359,Population
Macao,1,0,8891405,Immune system
Macao,3,1,54355233,Genetics
Macao,1,0,60644358,Bioinformatics
Macao,2,1,83640560,Chromatin
Macao,4,1,86803240,Biology
Macao,2,1,95444343,Cell biology
Macao,2,1,111936080,Enhancer
Macao,1,0,180754005,Allele
Macao,1,0,203014093,Immunology
Macao,1,0,2908647359,Population
Madagascar,1,0,24432333,Whole genome sequencing
Madagascar,3,3,54355233,Genetics
Madagascar,1,2,59822182,Botany
Madagascar,1,0,78458016,Evolutionary biology
Madagascar,3,3,86803240,Biology
Madagascar,1,1,90856448,Zoology
Madagascar,1,0,141231307,Genome
Madagascar,1,0,523546767,Bacteria
Malawi,1,1,7466232,Biomarker (medicine)
Malawi,3,2,8891405,Immune system
Malawi,5,21,24432333,Whole genome sequencing
Malawi,1,0,26760741,Perception
Malawi,28,508,54355233,Genetics
Malawi,23,26,60644358,Bioinformatics
Malawi,1,13,70721500,Computational biology
Malawi,2,0,71924100,Medicine
Malawi,2,12,78458016,Evolutionary biology
Malawi,3,325,84597430,Locus (genetics)
Malawi,52,551,86803240,Biology
Malawi,5,2,89423630,Microbiology
Malawi,1,0,90132467,Phylogenetics
Malawi,8,8,104317684,Gene
Malawi,1,1,105795698,Statistics
Malawi,1,7,106208931,Genome-wide association study
Malawi,1,0,106934330,Trait
Malawi,5,5,126322002,Internal medicine
Malawi,2,0,127716648,Phenotype
Malawi,1,0,134018914,Endocrinology
Malawi,2,22,135763542,Genotype
Malawi,8,48,141231307,Genome
Malawi,1,0,143065580,Mutant
Malawi,1,0,150194340,Gene expression
Malawi,2,9,153209595,Single-nucleotide polymorphism
Malawi,1,0,153911025,Molecular biology
Malawi,5,23,159047783,Virology
Malawi,4,1,162317418,Transcriptome
Malawi,2,15,180754005,Allele
Malawi,5,134,189206191,Genomics
Malawi,4,10,193252679,Phylogenetic tree
Malawi,7,8,203014093,Immunology
Malawi,2,0,207001950,In vivo
Malawi,2,0,523546767,Bacteria
Malawi,1,0,1491633281,Cell
Malawi,1,0,2522874641,Virus
Malawi,1,1,2776214188,Inference
Malawi,4,11,2776460866,Pathogen
Malawi,7,5,2779134260,Disease
Malawi,11,168,2908647359,Population
Malaysia,1,0,8891405,Immune system
Malaysia,3,8,11413529,Algorithm
Malaysia,7,48,15151743,Metagenomics
Malaysia,2,4,15744967,Psychology
Malaysia,7,12,18903297,Ecology
Malaysia,5,69,24432333,Whole genome sequencing
Malaysia,1,0,28328180,Stem cell
Malaysia,1,0,34601148,Transcription (biology)
Malaysia,5,52,41008148,Computer science
Malaysia,2,10,50644808,Artificial neural network
Malaysia,9,84,51679486,DNA sequencing
Malaysia,97,276,54355233,Genetics
Malaysia,6,2,55493867,Biochemistry
Malaysia,4,4,59822182,Botany
Malaysia,40,81,60644358,Bioinformatics
Malaysia,1,9,67705224,RNA
Malaysia,3,13,68873052,Genetic variation
Malaysia,8,110,70721500,Computational biology
Malaysia,6,32,71924100,Medicine
Malaysia,1,0,73555534,Cluster analysis
Malaysia,8,21,78458016,Evolutionary biology
Malaysia,3,31,83640560,Chromatin
Malaysia,7,11,84597430,Locus (genetics)
Malaysia,2,16,86339819,Transcription factor
Malaysia,141,381,86803240,Biology
Malaysia,7,1,89423630,Microbiology
Malaysia,3,9,90132467,Phylogenetics
Malaysia,2,0,90856448,Zoology
Malaysia,4,11,95444343,Cell biology
Malaysia,2,0,96232424,Cancer cell
Malaysia,1,0,98108389,CRISPR
Malaysia,28,121,104317684,Gene
Malaysia,1,0,105580179,Messenger RNA
Malaysia,1,0,105702510,Anatomy
Malaysia,1,1,106208931,Genome-wide association study
Malaysia,1,1,119857082,Machine learning
Malaysia,4,9,121608353,Cancer
Malaysia,2,1,124101348,Data mining
Malaysia,11,16,126322002,Internal medicine
Malaysia,5,0,127716648,Phenotype
Malaysia,6,3,134018914,Endocrinology
Malaysia,1,0,135763542,Genotype
Malaysia,22,175,141231307,Genome
Malaysia,1,13,143065580,Mutant
Malaysia,4,11,143121216,Microbiome
Malaysia,2,4,147004232,Stimulus (physiology)
Malaysia,5,0,150194340,Gene expression
Malaysia,3,6,153209595,Single-nucleotide polymorphism
Malaysia,3,0,153911025,Molecular biology
Malaysia,4,3,154945302,Artificial intelligence
Malaysia,6,44,159047783,Virology
Malaysia,2,5,162317418,Transcriptome
Malaysia,1,0,165864922,Regulation of gene expression
Malaysia,1,0,170493617,Receptor
Malaysia,2,2,178980831,Pattern recognition
Malaysia,2,4,180747234,Cognitive psychology
Malaysia,2,0,180754005,Allele
Malaysia,5,2,181199279,Enzyme
Malaysia,1,2,185592680,Chemistry
Malaysia,1,0,186060115,Biological system
Malaysia,2,19,186413461,Genetic association
Malaysia,10,92,189206191,Genomics
Malaysia,3,8,193252679,Phylogenetic tree
Malaysia,2,0,203014093,Immunology
Malaysia,4,1,207001950,In vivo
Malaysia,2,1,501734568,Mutation
Malaysia,6,0,502942594,Cancer research
Malaysia,2,4,522805319,Electroencephalography
Malaysia,4,9,523546767,Bacteria
Malaysia,4,0,1491633281,Cell
Malaysia,8,47,2522874641,Virus
Malaysia,4,5,2776460866,Pathogen
Malaysia,3,4,2776878037,Zebrafish
Malaysia,1,5,2777904410,Software
Malaysia,5,0,2779134260,Disease
Malaysia,2,9,2780104201,Drosophila melanogaster
Malaysia,14,17,2908647359,Population
Mali,1,11,8891405,Immune system
Mali,7,67,54355233,Genetics
Mali,1,0,60644358,Bioinformatics
Mali,1,6,78458016,Evolutionary biology
Mali,9,78,86803240,Biology
Mali,1,0,89423630,Microbiology
Mali,2,2,90856448,Zoology
Mali,1,11,95444343,Cell biology
Mali,1,11,96232424,Cancer cell
Mali,1,5,141231307,Genome
Mali,1,11,159047783,Virology
Mali,1,6,180754005,Allele
Mali,2,59,189206191,Genomics
Mali,1,5,2779134260,Disease
Mali,2,59,2908647359,Population
Malta,2,2,54355233,Genetics
Malta,2,2,60644358,Bioinformatics
Malta,2,2,86803240,Biology
Malta,1,2,127716648,Phenotype
Malta,2,2,2779134260,Disease
Mauritania,1,0,60644358,Bioinformatics
Mauritania,1,0,86803240,Biology
Mauritania,1,0,105795698,Statistics
Mauritania,1,0,2908647359,Population
Mauritius,1,0,54355233,Genetics
Mauritius,1,0,84597430,Locus (genetics)
Mauritius,1,0,86803240,Biology
Mauritius,1,0,121608353,Cancer
Mauritius,1,0,186413461,Genetic association
Mauritius,1,0,2908647359,Population
Mexico,5,0,7466232,Biomarker (medicine)
Mexico,8,12,8891405,Immune system
Mexico,6,32,11413529,Algorithm
Mexico,12,33,12554922,Biophysics
Mexico,10,88,15151743,Metagenomics
Mexico,15,166,15744967,Psychology
Mexico,59,270,18903297,Ecology
Mexico,12,258,24432333,Whole genome sequencing
Mexico,7,49,24998067,Stimulation
Mexico,7,5,26760741,Perception
Mexico,2,10,28328180,Stem cell
Mexico,2,0,29537977,Cell cycle
Mexico,3,6,30481170,Chromosome
Mexico,12,32,34601148,Transcription (biology)
Mexico,13,121,41008148,Computer science
Mexico,5,6,41091548,Epigenetics
Mexico,4,44,50644808,Artificial neural network
Mexico,15,134,51679486,DNA sequencing
Mexico,375,1982,54355233,Genetics
Mexico,21,89,55493867,Biochemistry
Mexico,24,474,59822182,Botany
Mexico,123,572,60644358,Bioinformatics
Mexico,7,6,62478195,Signal transduction
Mexico,17,70,67705224,RNA
Mexico,14,148,68873052,Genetic variation
Mexico,40,286,70721500,Computational biology
Mexico,12,38,71924100,Medicine
Mexico,41,764,78458016,Evolutionary biology
Mexico,5,3,79879829,Intracellular
Mexico,1,2,81941488,Quantitative trait locus
Mexico,11,16,83640560,Chromatin
Mexico,12,26,84597430,Locus (genetics)
Mexico,16,11,86339819,Transcription factor
Mexico,557,3157,86803240,Biology
Mexico,7,43,89423630,Microbiology
Mexico,11,128,90132467,Phylogenetics
Mexico,14,2,90856448,Zoology
Mexico,2,5,94487597,Sensory system
Mexico,54,930,95444343,Cell biology
Mexico,2,2,96232424,Cancer cell
Mexico,68,312,104317684,Gene
Mexico,4,8,105702510,Anatomy
Mexico,10,87,105795698,Statistics
Mexico,12,44,106208931,Genome-wide association study
Mexico,5,0,106934330,Trait
Mexico,5,0,111936080,Enhancer
Mexico,6,56,119857082,Machine learning
Mexico,14,27,121608353,Cancer
Mexico,10,79,124101348,Data mining
Mexico,22,19,126322002,Internal medicine
Mexico,20,675,127716648,Phenotype
Mexico,12,12,134018914,Endocrinology
Mexico,12,336,135763542,Genotype
Mexico,67,574,141231307,Genome
Mexico,13,643,143065580,Mutant
Mexico,12,42,143121216,Microbiome
Mexico,10,26,147004232,Stimulus (physiology)
Mexico,11,22,150194340,Gene expression
Mexico,11,119,152662350,Systems biology
Mexico,13,107,153209595,Single-nucleotide polymorphism
Mexico,8,39,153911025,Molecular biology
Mexico,14,110,154945302,Artificial intelligence
Mexico,14,60,159047783,Virology
Mexico,11,44,162317418,Transcriptome
Mexico,10,80,165864922,Regulation of gene expression
Mexico,38,222,169760540,Neuroscience
Mexico,9,114,169900460,Cognition
Mexico,10,51,170493617,Receptor
Mexico,3,1,178980831,Pattern recognition
Mexico,7,26,180747234,Cognitive psychology
Mexico,17,185,180754005,Allele
Mexico,8,20,181199279,Enzyme
Mexico,1,0,184235292,Kinase
Mexico,3,639,185592680,Chemistry
Mexico,7,2,186060115,Biological system
Mexico,8,14,186413461,Genetic association
Mexico,6,16,189014844,Cell type
Mexico,20,346,189206191,Genomics
Mexico,5,2,190727270,DNA methylation
Mexico,20,64,193252679,Phylogenetic tree
Mexico,5,0,203014093,Immunology
Mexico,6,13,207001950,In vivo
Mexico,15,90,501734568,Mutation
Mexico,6,19,502942594,Cancer research
Mexico,3,33,522805319,Electroencephalography
Mexico,11,27,523546767,Bacteria
Mexico,13,48,552990157,DNA
Mexico,19,22,1491633281,Cell
Mexico,10,57,2522874641,Virus
Mexico,1,35,2776214188,Inference
Mexico,7,82,2776460866,Pathogen
Mexico,2,0,2776878037,Zebrafish
Mexico,6,122,2777904410,Software
Mexico,23,26,2779134260,Disease
Mexico,1,0,2779345533,Visual cortex
Mexico,11,69,2780104201,Drosophila melanogaster
Mexico,94,935,2908647359,Population
Mongolia,1,0,24432333,Whole genome sequencing
Mongolia,4,0,54355233,Genetics
Mongolia,1,0,55493867,Biochemistry
Mongolia,2,24,59822182,Botany
Mongolia,2,0,78458016,Evolutionary biology
Mongolia,6,2,86803240,Biology
Mongolia,1,0,90132467,Phylogenetics
Mongolia,1,0,90856448,Zoology
Mongolia,1,0,152662350,Systems biology
Mongolia,2,0,186060115,Biological system
Mongolia,2,2,2908647359,Population
Montenegro,1,0,54355233,Genetics
Montenegro,1,0,86803240,Biology
Montenegro,1,5,185592680,Chemistry
Morocco,1,0,30481170,Chromosome
Morocco,10,49,54355233,Genetics
Morocco,7,1,60644358,Bioinformatics
Morocco,1,0,70721500,Computational biology
Morocco,1,21,71924100,Medicine
Morocco,1,0,78458016,Evolutionary biology
Morocco,3,0,81941488,Quantitative trait locus
Morocco,1,0,84597430,Locus (genetics)
Morocco,17,51,86803240,Biology
Morocco,1,0,90132467,Phylogenetics
Morocco,1,1,90856448,Zoology
Morocco,1,0,104317684,Gene
Morocco,1,0,127716648,Phenotype
Morocco,1,0,135763542,Genotype
Morocco,1,0,141231307,Genome
Morocco,1,0,153209595,Single-nucleotide polymorphism
Morocco,1,0,169760540,Neuroscience
Morocco,2,21,169900460,Cognition
Morocco,1,0,180754005,Allele
Morocco,3,48,186060115,Biological system
Morocco,2,0,207001950,In vivo
Morocco,1,0,2776878037,Zebrafish
Morocco,5,49,2908647359,Population
Mozambique,1,1,18903297,Ecology
Mozambique,2,1,54355233,Genetics
Mozambique,1,1,68873052,Genetic variation
Mozambique,2,1,86803240,Biology
Mozambique,1,0,105795698,Statistics
Namibia,1,1,15151743,Metagenomics
Namibia,1,1,51679486,DNA sequencing
Namibia,4,49,54355233,Genetics
Namibia,1,42,68873052,Genetic variation
Namibia,2,44,78458016,Evolutionary biology
Namibia,4,49,86803240,Biology
Namibia,2,5,98108389,CRISPR
Namibia,2,5,104317684,Gene
Namibia,1,2,135763542,Genotype
Namibia,1,2,189206191,Genomics
Nepal,4,1,8891405,Immune system
Nepal,2,11,18903297,Ecology
Nepal,4,2,24432333,Whole genome sequencing
Nepal,2,39,34601148,Transcription (biology)
Nepal,25,28,54355233,Genetics
Nepal,1,0,59822182,Botany
Nepal,7,13,60644358,Bioinformatics
Nepal,1,0,62478195,Signal transduction
Nepal,1,0,68873052,Genetic variation
Nepal,2,1,70721500,Computational biology
Nepal,1,0,71924100,Medicine
Nepal,1,0,84597430,Locus (genetics)
Nepal,1,0,86339819,Transcription factor
Nepal,31,127,86803240,Biology
Nepal,3,0,89423630,Microbiology
Nepal,1,1,90132467,Phylogenetics
Nepal,2,35,95444343,Cell biology
Nepal,8,46,104317684,Gene
Nepal,2,0,126322002,Internal medicine
Nepal,4,40,127716648,Phenotype
Nepal,2,60,135763542,Genotype
Nepal,7,9,141231307,Genome
Nepal,4,11,143121216,Microbiome
Nepal,1,1,150194340,Gene expression
Nepal,1,1,153209595,Single-nucleotide polymorphism
Nepal,2,60,159047783,Virology
Nepal,3,46,162317418,Transcriptome
Nepal,1,0,186413461,Genetic association
Nepal,2,1,189206191,Genomics
Nepal,1,0,207001950,In vivo
Nepal,1,0,501734568,Mutation
Nepal,1,0,523546767,Bacteria
Nepal,1,1,552990157,DNA
Nepal,1,7,1491633281,Cell
Nepal,5,61,2776460866,Pathogen
Nepal,1,1,2779134260,Disease
Nepal,7,76,2908647359,Population
Netherlands,58,549,7466232,Biomarker (medicine)
Netherlands,117,1693,8891405,Immune system
Netherlands,37,413,11413529,Algorithm
Netherlands,266,1484,12554922,Biophysics
Netherlands,90,1235,15151743,Metagenomics
Netherlands,290,13543,15744967,Psychology
Netherlands,260,3744,18903297,Ecology
Netherlands,77,2355,24432333,Whole genome sequencing
Netherlands,59,203,24998067,Stimulation
Netherlands,177,1632,26760741,Perception
Netherlands,67,672,28328180,Stem cell
Netherlands,39,148,29537977,Cell cycle
Netherlands,112,1404,30481170,Chromosome
Netherlands,114,1011,34601148,Transcription (biology)
Netherlands,229,5746,41008148,Computer science
Netherlands,110,18136,41091548,Epigenetics
Netherlands,56,1822,50644808,Artificial neural network
Netherlands,129,6999,51679486,DNA sequencing
Netherlands,3752,161808,54355233,Genetics
Netherlands,180,2227,55493867,Biochemistry
Netherlands,95,2652,59822182,Botany
Netherlands,1715,60678,60644358,Bioinformatics
Netherlands,34,514,62478195,Signal transduction
Netherlands,126,1260,67705224,RNA
Netherlands,157,6231,68873052,Genetic variation
Netherlands,403,10109,70721500,Computational biology
Netherlands,89,14012,71924100,Medicine
Netherlands,44,491,73555534,Cluster analysis
Netherlands,281,13362,78458016,Evolutionary biology
Netherlands,64,621,79879829,Intracellular
Netherlands,72,20156,81941488,Quantitative trait locus
Netherlands,174,4430,83640560,Chromatin
Netherlands,271,23463,84597430,Locus (genetics)
Netherlands,158,5123,86339819,Transcription factor
Netherlands,5941,193154,86803240,Biology
Netherlands,71,1800,89423630,Microbiology
Netherlands,60,910,90132467,Phylogenetics
Netherlands,66,935,90856448,Zoology
Netherlands,173,7423,94487597,Sensory system
Netherlands,804,14436,95444343,Cell biology
Netherlands,39,200,96232424,Cancer cell
Netherlands,52,799,98108389,CRISPR
Netherlands,759,19786,104317684,Gene
Netherlands,53,824,105580179,Messenger RNA
Netherlands,84,1204,105702510,Anatomy
Netherlands,55,1447,105795698,Statistics
Netherlands,224,71160,106208931,Genome-wide association study
Netherlands,70,3330,106934330,Trait
Netherlands,53,776,111936080,Enhancer
Netherlands,138,1644,119857082,Machine learning
Netherlands,104,1168,121608353,Cancer
Netherlands,125,5645,124101348,Data mining
Netherlands,150,3216,126322002,Internal medicine
Netherlands,245,7457,127716648,Phenotype
Netherlands,75,2140,134018914,Endocrinology
Netherlands,106,17342,135763542,Genotype
Netherlands,612,18972,141231307,Genome
Netherlands,157,1834,143065580,Mutant
Netherlands,77,1374,143121216,Microbiome
Netherlands,271,2532,147004232,Stimulus (physiology)
Netherlands,212,5623,150194340,Gene expression
Netherlands,62,717,152662350,Systems biology
Netherlands,108,21876,153209595,Single-nucleotide polymorphism
Netherlands,141,20656,153911025,Molecular biology
Netherlands,420,5061,154945302,Artificial intelligence
Netherlands,78,1168,159047783,Virology
Netherlands,223,8182,162317418,Transcriptome
Netherlands,84,7271,165864922,Regulation of gene expression
Netherlands,620,16169,169760540,Neuroscience
Netherlands,261,9398,169900460,Cognition
Netherlands,79,464,170493617,Receptor
Netherlands,171,2128,178980831,Pattern recognition
Netherlands,340,4621,180747234,Cognitive psychology
Netherlands,126,4487,180754005,Allele
Netherlands,72,1252,181199279,Enzyme
Netherlands,41,944,184235292,Kinase
Netherlands,88,2736,185592680,Chemistry
Netherlands,84,469,186060115,Biological system
Netherlands,137,24632,186413461,Genetic association
Netherlands,83,6252,189014844,Cell type
Netherlands,216,12548,189206191,Genomics
Netherlands,93,18199,190727270,DNA methylation
Netherlands,111,879,193252679,Phylogenetic tree
Netherlands,74,2041,203014093,Immunology
Netherlands,71,819,207001950,In vivo
Netherlands,110,1914,501734568,Mutation
Netherlands,105,2436,502942594,Cancer research
Netherlands,144,7525,522805319,Electroencephalography
Netherlands,102,1423,523546767,Bacteria
Netherlands,192,3308,552990157,DNA
Netherlands,247,6285,1491633281,Cell
Netherlands,68,705,2522874641,Virus
Netherlands,98,2768,2776214188,Inference
Netherlands,82,864,2776460866,Pathogen
Netherlands,116,1274,2776878037,Zebrafish
Netherlands,107,2946,2777904410,Software
Netherlands,225,9717,2779134260,Disease
Netherlands,122,2168,2779345533,Visual cortex
Netherlands,44,2887,2780104201,Drosophila melanogaster
Netherlands,662,31023,2908647359,Population
New Zealand,7,40,7466232,Biomarker (medicine)
New Zealand,11,29,8891405,Immune system
New Zealand,5,30,11413529,Algorithm
New Zealand,11,9,12554922,Biophysics
New Zealand,7,182,15151743,Metagenomics
New Zealand,20,176,15744967,Psychology
New Zealand,75,686,18903297,Ecology
New Zealand,19,278,24432333,Whole genome sequencing
New Zealand,2,4,24998067,Stimulation
New Zealand,11,37,26760741,Perception
New Zealand,1,0,28328180,Stem cell
New Zealand,3,8,29537977,Cell cycle
New Zealand,8,10,30481170,Chromosome
New Zealand,12,30,34601148,Transcription (biology)
New Zealand,21,246,41008148,Computer science
New Zealand,14,78,41091548,Epigenetics
New Zealand,28,229,51679486,DNA sequencing
New Zealand,405,2739,54355233,Genetics
New Zealand,23,68,55493867,Biochemistry
New Zealand,8,147,59822182,Botany
New Zealand,159,580,60644358,Bioinformatics
New Zealand,1,3,62478195,Signal transduction
New Zealand,22,64,67705224,RNA
New Zealand,17,154,68873052,Genetic variation
New Zealand,32,266,70721500,Computational biology
New Zealand,12,120,71924100,Medicine
New Zealand,2,22,73555534,Cluster analysis
New Zealand,59,887,78458016,Evolutionary biology
New Zealand,2,5,79879829,Intracellular
New Zealand,19,138,81941488,Quantitative trait locus
New Zealand,13,132,83640560,Chromatin
New Zealand,36,321,84597430,Locus (genetics)
New Zealand,13,151,86339819,Transcription factor
New Zealand,632,4878,86803240,Biology
New Zealand,20,240,89423630,Microbiology
New Zealand,18,583,90132467,Phylogenetics
New Zealand,9,83,90856448,Zoology
New Zealand,7,61,94487597,Sensory system
New Zealand,37,323,95444343,Cell biology
New Zealand,3,10,96232424,Cancer cell
New Zealand,3,5,98108389,CRISPR
New Zealand,100,832,104317684,Gene
New Zealand,8,34,105580179,Messenger RNA
New Zealand,9,27,105702510,Anatomy
New Zealand,15,246,105795698,Statistics
New Zealand,25,265,106208931,Genome-wide association study
New Zealand,16,84,106934330,Trait
New Zealand,8,34,111936080,Enhancer
New Zealand,11,303,119857082,Machine learning
New Zealand,2,140,121608353,Cancer
New Zealand,13,327,124101348,Data mining
New Zealand,24,87,126322002,Internal medicine
New Zealand,25,104,127716648,Phenotype
New Zealand,11,48,134018914,Endocrinology
New Zealand,22,95,135763542,Genotype
New Zealand,63,604,141231307,Genome
New Zealand,2,7,143065580,Mutant
New Zealand,9,186,143121216,Microbiome
New Zealand,18,30,147004232,Stimulus (physiology)
New Zealand,31,238,150194340,Gene expression
New Zealand,2,0,152662350,Systems biology
New Zealand,21,136,153209595,Single-nucleotide polymorphism
New Zealand,15,51,153911025,Molecular biology
New Zealand,29,361,154945302,Artificial intelligence
New Zealand,10,68,159047783,Virology
New Zealand,18,50,162317418,Transcriptome
New Zealand,10,181,165864922,Regulation of gene expression
New Zealand,32,124,169760540,Neuroscience
New Zealand,9,58,169900460,Cognition
New Zealand,5,30,170493617,Receptor
New Zealand,13,55,178980831,Pattern recognition
New Zealand,27,203,180747234,Cognitive psychology
New Zealand,23,178,180754005,Allele
New Zealand,5,5,181199279,Enzyme
New Zealand,2,0,184235292,Kinase
New Zealand,9,50,185592680,Chemistry
New Zealand,2,3,186060115,Biological system
New Zealand,13,45,186413461,Genetic association
New Zealand,2,28,189014844,Cell type
New Zealand,38,349,189206191,Genomics
New Zealand,8,46,190727270,DNA methylation
New Zealand,29,494,193252679,Phylogenetic tree
New Zealand,9,15,203014093,Immunology
New Zealand,4,3,207001950,In vivo
New Zealand,15,169,501734568,Mutation
New Zealand,9,96,502942594,Cancer research
New Zealand,11,11,522805319,Electroencephalography
New Zealand,27,113,523546767,Bacteria
New Zealand,11,74,552990157,DNA
New Zealand,18,52,1491633281,Cell
New Zealand,3,5,2522874641,Virus
New Zealand,23,836,2776214188,Inference
New Zealand,17,195,2776460866,Pathogen
New Zealand,6,121,2776878037,Zebrafish
New Zealand,10,475,2777904410,Software
New Zealand,25,107,2779134260,Disease
New Zealand,11,27,2779345533,Visual cortex
New Zealand,7,30,2780104201,Drosophila melanogaster
New Zealand,109,554,2908647359,Population
Nicaragua,1,0,60644358,Bioinformatics
Nicaragua,1,0,86803240,Biology
Nicaragua,1,0,143121216,Microbiome
Nigeria,1,0,8891405,Immune system
Nigeria,2,16,11413529,Algorithm
Nigeria,1,9,15151743,Metagenomics
Nigeria,1,0,24432333,Whole genome sequencing
Nigeria,1,0,30481170,Chromosome
Nigeria,2,3,51679486,DNA sequencing
Nigeria,48,300,54355233,Genetics
Nigeria,31,36,60644358,Bioinformatics
Nigeria,1,0,67705224,RNA
Nigeria,2,0,68873052,Genetic variation
Nigeria,3,10,70721500,Computational biology
Nigeria,8,52,71924100,Medicine
Nigeria,4,29,78458016,Evolutionary biology
Nigeria,3,7,81941488,Quantitative trait locus
Nigeria,7,7,84597430,Locus (genetics)
Nigeria,2,27,86339819,Transcription factor
Nigeria,97,495,86803240,Biology
Nigeria,9,27,89423630,Microbiology
Nigeria,2,6,90856448,Zoology
Nigeria,3,27,95444343,Cell biology
Nigeria,6,21,104317684,Gene
Nigeria,1,0,105702510,Anatomy
Nigeria,2,0,105795698,Statistics
Nigeria,2,7,106208931,Genome-wide association study
Nigeria,1,0,121608353,Cancer
Nigeria,1,0,126322002,Internal medicine
Nigeria,1,0,127716648,Phenotype
Nigeria,6,21,135763542,Genotype
Nigeria,10,29,141231307,Genome
Nigeria,2,9,143121216,Microbiome
Nigeria,1,136,150194340,Gene expression
Nigeria,2,0,153209595,Single-nucleotide polymorphism
Nigeria,5,35,153911025,Molecular biology
Nigeria,23,215,159047783,Virology
Nigeria,2,0,180754005,Allele
Nigeria,1,3,184235292,Kinase
Nigeria,2,0,186413461,Genetic association
Nigeria,2,13,189206191,Genomics
Nigeria,2,157,190727270,DNA methylation
Nigeria,4,29,193252679,Phylogenetic tree
Nigeria,2,2,203014093,Immunology
Nigeria,2,0,207001950,In vivo
Nigeria,2,6,501734568,Mutation
Nigeria,1,136,552990157,DNA
Nigeria,1,0,1491633281,Cell
Nigeria,5,13,2522874641,Virus
Nigeria,1,0,2776460866,Pathogen
Nigeria,1,0,2776878037,Zebrafish
Nigeria,9,16,2779134260,Disease
Nigeria,16,19,2908647359,Population
North Macedonia,1,11,15744967,Psychology
North Macedonia,1,0,50644808,Artificial neural network
North Macedonia,4,27,54355233,Genetics
North Macedonia,2,0,60644358,Bioinformatics
North Macedonia,1,16,83640560,Chromatin
North Macedonia,1,2,84597430,Locus (genetics)
North Macedonia,1,16,86339819,Transcription factor
North Macedonia,7,27,86803240,Biology
North Macedonia,1,16,104317684,Gene
North Macedonia,1,2,106208931,Genome-wide association study
North Macedonia,1,0,119857082,Machine learning
North Macedonia,2,9,121608353,Cancer
North Macedonia,4,20,126322002,Internal medicine
North Macedonia,2,11,134018914,Endocrinology
North Macedonia,1,0,154945302,Artificial intelligence
North Macedonia,1,0,180754005,Allele
North Macedonia,1,16,186413461,Genetic association
North Macedonia,1,2,501734568,Mutation
North Macedonia,1,0,2777904410,Software
Norway,18,94,7466232,Biomarker (medicine)
Norway,21,424,8891405,Immune system
Norway,7,52,11413529,Algorithm
Norway,18,126,12554922,Biophysics
Norway,23,446,15151743,Metagenomics
Norway,41,1727,15744967,Psychology
Norway,86,556,18903297,Ecology
Norway,24,157,24432333,Whole genome sequencing
Norway,7,47,24998067,Stimulation
Norway,7,4,26760741,Perception
Norway,7,38,28328180,Stem cell
Norway,12,46,29537977,Cell cycle
Norway,15,423,30481170,Chromosome
Norway,22,169,34601148,Transcription (biology)
Norway,30,576,41008148,Computer science
Norway,12,462,41091548,Epigenetics
Norway,10,124,50644808,Artificial neural network
Norway,20,720,51679486,DNA sequencing
Norway,712,25503,54355233,Genetics
Norway,28,266,55493867,Biochemistry
Norway,13,103,59822182,Botany
Norway,338,7042,60644358,Bioinformatics
Norway,7,23,62478195,Signal transduction
Norway,25,244,67705224,RNA
Norway,44,762,68873052,Genetic variation
Norway,99,1572,70721500,Computational biology
Norway,26,7269,71924100,Medicine
Norway,11,328,73555534,Cluster analysis
Norway,73,1819,78458016,Evolutionary biology
Norway,2,154,79879829,Intracellular
Norway,24,4860,81941488,Quantitative trait locus
Norway,21,97,83640560,Chromatin
Norway,79,5440,84597430,Locus (genetics)
Norway,24,232,86339819,Transcription factor
Norway,1098,29345,86803240,Biology
Norway,16,60,89423630,Microbiology
Norway,23,289,90132467,Phylogenetics
Norway,14,58,90856448,Zoology
Norway,8,55,94487597,Sensory system
Norway,82,612,95444343,Cell biology
Norway,4,40,96232424,Cancer cell
Norway,7,37,98108389,CRISPR
Norway,178,3023,104317684,Gene
Norway,12,16,105580179,Messenger RNA
Norway,10,224,105702510,Anatomy
Norway,30,339,105795698,Statistics
Norway,85,16339,106208931,Genome-wide association study
Norway,20,423,106934330,Trait
Norway,14,54,111936080,Enhancer
Norway,20,130,119857082,Machine learning
Norway,31,258,121608353,Cancer
Norway,33,331,124101348,Data mining
Norway,49,1276,126322002,Internal medicine
Norway,54,1176,127716648,Phenotype
Norway,20,1003,134018914,Endocrinology
Norway,26,2332,135763542,Genotype
Norway,164,4170,141231307,Genome
Norway,15,33,143065580,Mutant
Norway,11,44,143121216,Microbiome
