name,id,level,parents,children
Patient safety,2779328685,3,160735492,""
Olive oil,2988377048,2,43617362|55493867|31903555,""
Outlier,79337645,2,11413529|105795698|178980831,70259352|12034878|2985205806|69803279
Infectious disease (medical specialty),524204448,4,2779134260,101531171
Phosphatidylcholine,2776330855,4,2778918659,2909721313|2779123874|2780601828|2778596009|2777552619|2780202252|2910221069|2908895148|2776909261|2776923060|2781170229|2781172473|180373561|2780726299|2908967132
Ordinary differential equation,51544822,3,158622935|78045399,2126413
Spatial analysis,159620131,2,105795698|124101348|62649853,91836769
Conduct disorder,2780135496,2,118552586|77805123|70410870,""
Small molecule,161624437,2,153911025|55493867|95444343,2777864359|2779057010|2911013653|2910237366|2910299030|2777911286
Nucleolus,183873130,4,190062978,2908635714|2909932675|2910955684|2776525860|2909214499|2908874897|11922738|2776007122|2779419633|184604658|14435959|2781006394|112952253|2909739870
B cell,2778453870,3,555293320|159654299,137756551|96926380|2779359726|2911177649|2909728438|2911212856|157695867|29447677
Viral envelope,97380033,3,1491633281|108625454|2522874641|41625074|159654299,2909404852
Kinetic equations,2982885159,3,148898269|135889238,""
Energy resources,2986957236,2,,
Scalp,2778515351,2,16005928|141071460|142724271,2908979026|2909427166|157160439
Ohmic contact,138230450,3,119924469|17525397,
Cost-effectiveness analysis,515549039,2,1862650|141071460|177713679,
Deoxyribonuclease I,2779377703,4,34601148,182614070|58237431
Ethnic origin,2777386904,3,555293320|137403100|2908647359,
Glyceraldehyde 3-phosphate dehydrogenase,134792803,4,2776317432|105580179|150194340,2779148672|2779111161|2780528509
Luminance,73313986,2,49040817|120665830|31972630,""
Mononegavirales,2780355102,4,2780727368|534529494,2908914115|2779811178|2777245867|2910870869|2780570135
Management system,198783460,2,21547014,""
Liver function,2992208098,3,555293320,""
Omeprazole,2777498785,3,555293320,2778204628
Brucellosis,2781429187,3,555293320,2778902264|2777692091|2777043043
Heat equation,202787564,2,126255220|28826006|134306372,""
Uveitis,2776194053,4,2779134260,2779513239
Neuroticism,94612546,3,187288502,170760736|172141706|31670503
Endoribonucleases,2911140112,5,10879258,
Sensory analysis,24223341,3,94487597,""
Nursing care,2984889486,2,159110408|512399662|177713679,""
Nucleoside,2776543447,2,153911025|55493867|71240020,2911030784|2777333352
Collective action,2777932401,3,94625758,
Citation analysis,105345328,5,2778805511,
Regulator gene,33498276,4,150194340,106285112|2777475732|114009990|85095087
Sexual orientation,2777997956,2,138496976|77805123|107993555,""
Radiation injury,2993278735,5,509974204,
Risperidone,2780057945,4,73181058,2775870346|2778999636|2777270317
Symbolic computation,110812573,2,11413529|134306372|125565743,95625681
TUNEL assay,196795494,4,190283241,154113507
Muridae,2776012404,2,90856448|18903297|105702510,2776887127
Insect,2777612826,2,18903297|6557445|59822182,2779771780|2777121799|2778642188|2780004239|2992241936|2781335186|2994598034|2777314717|2778385950|2777841440|2910683813|2778937000|2777563944|2780050217|2780473643|2780572849|2780554804|2778818740|2778693429|2992081210|2778591292|2776070465|2780348099|138603459|2778674627|2778941381|2911094863|2777370577|2780532050|2780355799|158471640|39418840|194454234|2779972060|2910096992|2992173153|2778758119|2779525993|2777266796|2776110065|2777701234|2992202483|2779124467|157351795|2776074613|2781110134
Enalapril,2775940317,4,84393581,""
Isoflurane,2776359302,2,42219234|141071460|164705383,""
Langmuir adsorption model,12143843,3,150394285|135889238|145148216|148898269|184651966,""
Thalidomide,2779609412,4,2776364478,2779480474|2778540781|2778524551
Sensory system,94487597,2,31903555|169760540|105702510,2993361281|2910948355|2987474819|2908800261|2992822534|2908662025|2780490891|2780328332|188015885|2992695056|40018449|26486553|2909099934|2776281502|2909972642|2994401570|2779906850|73201060|2780050217|2992339321|2776861996|2909303214|2909026353|2909104441|2992971706|2992481145|2775907655|2991823051|70817611|8651855|2778655705|2993671902|2908771809|2994414049|2778942571|2993828587|24223341|2993038187|2987672180|2993597684|2910930293|2993063543|21046646|2776352249
Antigenic variation,191942190,3,8891405|147483822|2522874641|104317684|159654299,""
Cow milk,2992972311,3,555293320,""
Marsh,67268981,2,37037264|18903297|59822182,2910665056|2775905748|87441765
Disease reservoir,2909982947,4,107130276|2779134260,""
Aedes aegypti,2777775583,3,173758957,2776853612|2778314093|2908760244|2776217558|2777563966
Software deployment,105339364,2,115903868|111919701,2908703028
Empirical work,2993708831,2,77805123,
Wake,48939323,2,57879066|146978453|97355855,""
Clindamycin,2777458120,4,4937899,2909613454
Shore,152382732,2,18903297|111368507|505870484,139146106|186488891|152303270
Dynein,106987784,4,20418707,2911224324|2781305479|2909523341|20706207|2910692517|2909612325|2909383344|134729014|2779586999|2911008574|2909135683|2781234375|2909784519|2909933771|2909656668|2909408228|2780185828|2910124006|2910485873|2909357683|2909460855
Camptothecin,2779682216,4,121608353,2780854515|2780508388|2908743583
Equivalence (measure theory),176935170,2,118615104|105795698|134306372,46557929
Rhodamines,2909879813,4,2779916640,""
Imputation (statistics),58041806,3,9357733,2985045536|2908759857|2989336930|175932733
Lolium perenne,2777275582,3,24461792|46757340,2778606127
Colostrum,2779073587,3,555293320|159654299,""
Ergodicity,201779956,3,122044880,""
Angle of attack,527307,4,13393347,107779570|137990359
Paroxetine,2777828372,5,2775864247,
Sertoli cell,2781068068,5,123765429,
Flight simulator,41376638,2,44154836|146978453,""
Fluorescence-lifetime imaging microscopy,57477423,3,91881484,113976765
Computer-aided diagnosis,2779549770,3,194789388,
Histone deacetylase,2778305200,4,121608353|64927066|190283241,4951695|58793620|2779364246|23681527|2780225316|2780286628|2781462825|2909933870|2776414255|85240754|2908750006|2910816829|165876800|25737173|142354902|13721689|2909261916|2779458787|2909120741|2910295402|27253355|71723506|182601333|2777865847|2776262904|119736317
Intensive farming,37923429,3,118518473,
Serum protein,2993318809,3,555293320,""
Hydroponics,552594755,2,6557445|59822182|144027150,""
Shame,2781283010,2,77805123|70410870,""
Diuresis,2779547328,4,2780091579,174459258
Alfisol,2781410044,3,159750122,""
Stationary process,110405555,2,105795698|149782125|28826006,
Soil solution,2993707815,3,159750122,""
X ray irradiation,2985631715,3,153385146|111337013,
Lymphedema,2781392513,5,530470458,
Consumer protection,2989499966,2,199539241|162853370|39549134,""
Test statistic,169857963,3,87007009,117661179|120639
Acute pancreatitis,2776670229,3,555293320,2780471426
Containment,179179568,2,199539241|166957645|77595967,2780722720
Nomogram,34626388,2,141071460|143998085|142724271,
Perspective-taking,2780342009,2,138496976|180747234|77805123,2776459075|2778251646
Microcosm,7012322,2,107872376|18903297|59822182,""
Protonation,30095370,3,145148216|32909587,2909211122
Amoebiasis,2778455923,3,555293320,2775906123|2780798367
Phosphatidylserine,2779637612,4,190283241|2778918659,188810444|2777019660|2911030992|2910637713|2778536179
Group cohesiveness,14641543,2,199539241|31903555|77805123,""
Ketone bodies,31532488,4,62231903,2781011283|84693403
Nicotinamide,2779728014,3,555293320|181199279,2911084400
Trophoblast,2777495146,5,2776953305,
Reentry,2777720157,2,169760540|164705383,""
Haptoglobin,206396517,3,555293320,2776474381|2909175543
Azide,2780997848,2,179104552|75473681|178790620,""
Fundamental frequency,10513763,2,24890656|24326235|120665830,""
Verb,2776397901,2,41895202|46312422|204321447,2776626494
Radial distribution,2994461104,2,,
Enteroendocrine cell,103395026,4,71315377|46699223,""
Actinobacteria,2778169975,4,42062724,2910503681|2780679691|2776804622|2776916751|2908794002|2780216346|2778363676|2776730781|2780977320|2777907754|2776202939|2775896646|2778227530|2781336272|2777137875|2779210973|2779110110|2779745894|2776100584|2776052470|2779745911|2777350012
Process modeling,76956256,2,56739046|201995342|195094911,""
Stochastic volatility,85393063,3,91602232,""
Morphometrics,33511622,3,111330293,""
Flux (metallurgy),68709404,2,191897082|178790620|91586092,2992594128|75031826|2993678126
Guard cell,136547172,3,93536670,""
Viscoelastic fluid,2985708513,3,127172972|113027937|75673492|186541917,""
Thromboxane B2,2781080829,4,89560881|2778078955|2780664492|82706917,""
Magnetic refrigeration,186116631,4,32546565,""
Synaptogenesis,65232495,3,127445978,
Romance,518914266,2,15708023,""
Bond strength,159096172,3,68928338,2993635753
Stability criterion,2778925954,2,28826006|126255220|65244806,
Caecum,2781317952,3,555293320,""
Prazosin,2780648677,5,2776885963|40465926,
Dairy farming,2778691696,3,118518473,""
Efferent Pathway,2910709049,5,2776512019,
Non-equilibrium thermodynamics,74859849,2,26873012|62520636|97355855,18815010|5201495|2993919821|108585399|111663737|190157691
Parvovirus,2779630601,3,555293320|2522874641,2778561560|2910138357
Remedial education,100207952,2,145420912|199539241|19417346,""
Sunflower,2779197568,2,6557445|59822182|144027150,2778181364|2780797469|2776237364
Anharmonicity,147724859,2,184779094|26873012|62520636,""
Life course approach,1691868,2,138496976|77805123|74909509,
Interaction energy,22499117,3,32909587,""
Early detection,2985263630,4,2779134260,""
Western blot,2776415932,3,555293320|104317684,180902936
Carbon-13 NMR,163111631,3,4839761,""
Transmission rate,2989335485,3,40827391,""
Uniform distribution (continuous),108882938,2,105795698|159985019,""
Homo sapiens,2777938546,2,78458016|54355233|166957645,2780936962|2777407139
Zeaxanthin,2776099141,4,2778411929,2777493002|2781072234|2776202767
Brucella,2780767784,3,523546767,2778902264|2777043043|2777692091
Blockchain,2779687700,2,38652104|31258907,2777541363|2779950589
Tears,2778275304,2,1862650|141071460|105702510,2776030733
Paraffin embedding,2908542086,4,204232928,
Marine protected area,68800169,3,75608658|185933670|514101110,2779267909|2779394710
Cataract surgery,2775888743,3,555293320,""
Amide,2778439535,2,55493867|178790620,""
Cathodic protection,205871581,4,52859227|89395315,""
Systems management,8816202,2,31258907|111919701|110354214,""
Tracking error,183356978,3,79699506|158622935,""
Wheat germ agglutinin,2780175098,3,1491633281|2780758401,""
Socioeconomic development,42298096,2,50522688|47768531|45355965,
Basic helix-loop-helix leucine zipper transcription factors,202908374,5,94966510,
Response inhibition,2992805700,3,169900460,
Nucleophile,178907741,3,161790260,""
Global environmental analysis,40003211,2,105795698|107826830|162853370,""
Chronic bronchitis,2992694001,4,2776042228,""
Arbovirus,2778116200,3,2522874641,2909137797
Genome project,89566754,4,141231307,64173577|42480944|113425843|163096569|205270622
Soluble solids,2992267987,2,31903555|59822182|144027150,""
Gametocyte,99389464,5,2778371730,
Wind direction,107775477,3,161067210,""
Dabigatran,2778810321,5,"",
Nestin,2777738006,5,136834591,
Pornography,2781301322,2,199539241|77805123|107993555,""
Data access,47487241,2,9390403|31258907|77088390,""
Helicobacter,2780832600,4,2776409635,2778297225|2776278315|2778020604
Aldose reductase,2776439734,3,555293320|181199279,2777374081
Flavin adenine dinucleotide,2775859393,4,197957613,""
Biopsychosocial model,137886200,2,542102704|118552586|70410870,
Gabor wavelet,136902061,5,46286280,
Fish products,2778896599,2,31903555|505870484|55493867,""
Complement C5a,2909317322,4,2776914184|170493617|54166955|111684460,""
Melamine,2775979504,2,42360764|159985019|178790620,2777683982
Degree Celsius,6425155,2,159985019|62520636|97355855,""
Electromagnetic spectrum,155761240,2,49040817|62520636|120665830,""
Cerebral vasospasm,2776820941,5,2777736543,
Piano,124086623,3,"",""
Directed evolution,9418097,4,143065580,""
Indo-European languages,4661594,2,41895202|19417346|46312422,
Stenotrophomonas maltophilia,2776352461,4,2777637488,""
Interrogation,2776240099,2,199539241|166957645,""
Serratia,2776450100,4,2781463711,2779414727|2908884586|2908862765|2910270453|2780884893
Ordinary least squares,99656134,2,119857082|149782125|105795698,""
Fluency,2777413886,2,138496976|180747234|41895202,2910554613
Tularemia,2775983634,3,523546767,""
Subarachnoid space,2780813603,4,2779651940,2778212937|2776309307|2910302333|2777169287
Oceanic basin,20364790,3,109007969|77928131,
Edit distance,44359876,2,11413529|119857082|80444323,""
Tooth loss,2778401919,3,2992672162,""
Ferrihydrite,2780191927,3,150394285,""
Wright,2777667586,2,199360897|201995342,2992549962
Harassment,2778976716,2,199539241|77805123,2777161859
Proprotein Convertases,2908627167,4,2779811187,""
Loss aversion,2778174566,2,175444787|149782125|10138342,""
Hox gene,111039654,4,86339819,2776678720|80261634|197564579|2779962595|2777193062|2908926506|2780103563|78232142|2775876634
Region of interest,19609008,2,11413529|31972630|178980831,""
Artemether,2778118209,5,2778371730|2776120307,
Thiobacillus,2781266534,3,518881349|523546767,""
Hepatitis B vaccine,2781037505,4,2777382497|2780593183,""
Computational photography,146044194,2,121684516|120665830|31972630,
Stimulus onset asynchrony,2777747462,3,147004232|169900460|26760741,
Clonazepam,2779426884,3,555293320,""
Overdispersion,117236510,4,73269764,
Musical instrument,2983311337,3,558565934,86011254
Mucilage,99696124,3,2779600286,""
Sulbactam,2778478555,5,2776021129|2779631663,
Exonuclease,2777501222,5,2756471,
Utility maximization,2985793214,2,175444787|126255220|149782125,2779044140
Papilledema,2776367607,3,555293320,""
Nurses' Health Study,148759681,4,121608353|188816634|107130276|44249647,
Mesopotamia,85064482,2,74916050|166957645|195244886,
Scoring system,2984538763,3,555293320,""
Vocal tract,47401133,2,24890656|28490314|178980831,""
Dichlorvos,2778359560,3,161176658,""
Tuna,2780532849,2,18903297|111368507|505870484,2779656528|2780127386
Culex quinquefasciatus,2776217558,4,2777775583,""
Fasciitis,2777217379,3,555293320,""
Yeast in winemaking,36442339,4,2777576037,2777816518
Heart development,62425271,4,145103041,2780739781|2910039399|2910033994|2910283091|2780378645|2908778230|2778762719
Size Perception,2909810846,4,178253425,
Trigonometric functions,178009071,2,11413529|2524010|134306372,""
Ursolic acid,2779513101,3,555293320,""
Kolmogorov–Smirnov test,82581908,2,105795698|149782125|28826006,""
Ocular dominance,6084040,4,2779345533,131074121|183836922
Embryoid body,143948831,5,107459253|20875687,
Psychological health,2992763546,2,118552586|77805123|70410870,
International policy,2993276252,2,50522688|199539241|3116431,
Spectroradiometer,130066347,3,19269812|108597893,""
Biofortification,2776576667,4,14522933,""
Response Variability,2908681383,2,138496976|77805123,
Toddler,2778242525,2,138496976|187212893|70410870,""
Sympatric speciation,53889494,2,90856448|54355233|18903297,2909764268|92274894
Fluoranthene,2780112459,3,2778951431|2776891815,""
Ecohydrology,69514717,3,110872660|172427765,
Photic zone,86839594,2,18903297|111368507,145818215
Interaction range,2991882352,2,184779094|26873012|62520636,
Male genitalia,2910824017,3,58642233|111330293,""
Data reporting,2779589359,3,133462117,""
Cationic liposome,155887181,4,111599444|54009773,""
Time-of-flight mass spectrometry,16291436,4,162711632|198291218,72850032
Hormonal therapy,2778311097,5,530470458|2780192828,
Doubled haploidy,34827325,5,81941488|143191323,
Hand washing,2777919664,4,547646559,""
Homoclinic orbit,200581526,3,2781349735,""
Preference theory,2781043087,2,144237770|149782125,
Fusobacterium nucleatum,2777349128,5,2780183776,
Psychosocial stress,2993330762,3,555293320|150966472,
Coral bleaching,103474955,3,77044568|79367842|132651083|143020374,""
Neutral red,2780484033,4,109316439,""
Timbre,2776539107,3,558565934,""
CD28,148125776,5,79484868,
Resource depletion,10325510,2,18903297|175605778|107826830,
Membrane interaction,2992330834,3,41625074,
GNB1,2778092127,5,80631254,
Extreme point,39847760,2,126794175|126255220|134306372,
Maximum power transfer theorem,67186554,2,133731056|24326235|119599485,
Lifetime risk,2991661194,4,121608353|2779134260,2909243600
Reducing sugar,2777580618,3,2777108408,
Negative selection,7386963,3,104317684,""
Piwi-interacting RNA,147724379,5,4918238|109825262,
Clupeidae,2781339230,3,173758957,""
Quantum-confined Stark effect,163217030,4,"",
Sympathetic nerve activity,2993618347,5,2776533406|2777953023,
Spermatocyte,2776053789,5,148196450|123765429,
Dirofilaria immitis,2776355835,3,165901193,2778943559
Functional expression,2992756461,4,202662744,""
Selection operator,2983210451,3,180145272|8880873|2778060275,
Sodium butyrate,2778942008,3,81885089|104317684,""
Testis determining factor,73456138,4,30481170,2910605348|2908552805|2777050350|2909771151|2778685501
Topological defect,104862878,2,74650414|26873012|62520636,""
Deep neural networks,2984842247,4,108583219,""
Prunus dulcis,2908995860,3,2779276392|197321923|2777742739,""
Therapeutic index,19831878,3,555293320|2780035454,""
Krylov subspace,147060835,3,159694833|71923881|6802819|137127113,
Ode,34862557,2,126255220|28826006|134306372,""
Risk of death,2992520948,4,2779134260,""
F-test,110460608,3,90842384|48921125|2908647359,""
Smith–Waterman algorithm,72802188,5,45484198,
Phlebovirus,2776070282,5,2779271554,
Agrin,2779024559,5,197341189|80161118,
Software visualization,4379982,5,174683762|186846655,
Moduli,121089165,3,113027937,""
Oxygen diffusion,2988748171,3,540031477,""
Chlorate,2780399513,2,179104552|178790620|13965031,""
Skin infection,2775983603,3,555293320,""
Urban community,2992445247,2,,
Autosomal dominant polycystic kidney disease,2776266639,4,2780091579|2779134260,2909327018|100773827
Sequential organ failure assessment,2994272106,4,2776376669|2991859549|2778384902,""
Identity management,555379026,3,171289174,2777490532|2780631406
Electrical brain stimulation,177825189,4,24998067,
Polling,204854418,2,79403827|9390403|31258907,""
Chromosome 12,177658893,4,30481170|84597430,35187992|15151550
Cell-penetrating peptide,2776929087,3,1491633281|41625074|79879829|2779281246,
Human umbilical vein endothelial cell,2777834122,5,2777411675|2780394083,
Project design,2986251346,2,,
Niosome,72918618,4,130316041|2778163477|2779820397,""
Sodium current,2992208880,4,185263204|50952357,2778559931
Color temperature,110445762,2,49040817|120665830|31972630,""
Pure tone,2775976544,3,2780493683,""
Microcontact printing,58943365,3,7070889|119924469,
Calcium-sensing receptor,142590548,4,170493617|2781208988,2780280601
Cartilage tissue engineering,2991883897,5,35496256,
Radial arm maze,13260007,4,148762608|21963081,
RGB color model,82990744,2,121684516|31972630|178980831,""
Yellow fluorescent protein,2778067846,3,1491633281|104317684|91881484,2910858451
Grass pollen,2909262454,5,2780510475|2777701055,
Disordered eating,2776444855,4,2776394216,""
Triosephosphate isomerase,2778727959,3,104317684|181199279,""
Virtual Laboratory,2777609615,2,49774154|44154836|107457646,
Spartina,2780842755,4,87441765,""
Culicoides,2780399816,3,2522874641|2776039942,2776796636
Anomalous scattering,2777769593,3,181819025|191486275|115624301|207114421,
Vitelline membrane,113835550,4,2776690073,2908563021
Indirect impact,2992132739,2,,
Gene replacement,2909309871,4,501734568|143065580,
Annexin A1,68246026,5,88634738,
Basal body,131151476,3,2779600286,""
Theoretical ecology,49539007,3,110872660|2908647359,
Financial security,2992423588,2,50522688|162118730|10138342,
Fed-batch culture,167431671,3,100544194,
Cytoplasmic inclusion,36124564,4,190062978|2779134260,""
Digital pattern generator,151346624,3,"",
Relief valve,28185617,3,2779600286,""
Mycobacterium abscessus,2776111603,5,2780374374,
Tombusvirus,2776866586,5,41258723,
Resonant inductive coupling,91845479,3,106447425,
Eosinophil peroxidase,2778081958,5,2777037409|203565725,
Gynecological cancer,2993268398,5,2780427987,
Academic community,2984558057,2,39549134,
Rhipicephalus sanguineus,2776534226,4,2776127032,""
Weight,183877218,3,"",""
Monthly income,2994058899,2,149923435|99454951,
Internal resistance,106945098,4,555008776,
Structural complexity,509619924,2,18903297|62520636|154945302,
Volatile anesthetic,2994138156,4,2778162923,
Lysophospholipase,2778530336,4,12927208,""
Obstetric care,2991953497,4,83864248|2779234561|2986740045,
Stocking,153279818,2,18903297|505870484|140793950,2780797831
Environmental data,2776356880,2,18903297|199539241,
Ezrin,2780246058,4,142669718,2776292417|196509110
Balance (ability),168031717,2,1862650|99508421|548259974,""
Noggin,2778761762,5,2776885963,
Stylophora pistillata,2780603171,5,"",
Viewpoints,2776035091,2,24890656|153349607,""
Mutant strain,2994406937,4,501734568|143065580,""
Cape verde,2910841116,2,18903297,""
Information Criteria,2776709221,3,93959086,
White rot fungus,2909033149,4,157021035,""
T helper cell,2781136212,4,2776090121|2778690821,""
Aegilops,2776829050,4,30481170|141231307,2781365913|2908595423
ACOT2,2775898520,5,2780622759,
Mef2,51183755,4,150194340|86339819|111936080|207200792|34601148,""
Betel,2777417228,4,206391251,""
Lactate threshold,2776294035,5,2777953023,
Hydrogen–deuterium exchange,167569220,3,58364064|512968161|162356407,""
Protein splicing,69551769,5,36823959,
Chromosome Breakpoints,2908678762,5,206936463,
Economist intelligence unit,2992648331,2,50522688|136264566,
Spike-timing-dependent plasticity,159919123,5,197341189,
Crystal system,64270004,3,135789939|57401468|115624301,
Jump,2780695682,2,1276947|62520636,31897792|2992350179|2777809406|2779664328
Benford's law,152636012,2,199539241|105795698,
Threat model,140547941,2,38652104|31258907|108827166,
Entry rate,2992494401,2,134018914|55493867,
Antiparasitic,2781421772,3,555293320,""
Inovirus,2778588722,5,2776441376|2994092193,
Phytol,2776593056,2,55493867|178790620|59822182,""
Punk,4951490,2,15708023|153349607,
Interphase nucleus,2910841703,4,83640560|30481170|93304396,
Soil survey,3742959,3,159750122,""
Ungulate,2778208748,3,185933670|2908647359,""
Closeness,2779545769,2,77805123|134306372|126794175,
Phage therapy,2779256223,5,2776441376,
Minor allele frequency,157410074,5,139275648|153209595|37463918,
HaCaT,118995209,4,2777074287,""
Qualitative evidence,2992941577,2,,
Canny edge detector,14705441,4,193536780,""
Onchocerca,2776912151,5,2779027325,
Placental abruption,2779225303,5,46973012|2777218350,
Biochemical reactions,2989255493,2,55493867,
Rounding,136625980,2,11413529|111919701|125565743,""
Soft palate,2780742623,2,141071460|105702510|142724271,2910348800
Phaeocystis,2776334972,4,2780892065,""
Myotoxin,97664909,4,2776551241|29730261,""
Angiodysplasia,2778281985,3,555293320,""
Circuit performance,2982979591,3,134146338,
Sea anemone,2778089062,2,18903297|55493867|59822182,""
Cellular neuroscience,103072069,3,127445978,
Coastal ecosystem,2993456419,3,110872660,
Gain–bandwidth product,38566628,5,"",
CrossBridge,2776329151,5,2776050358,
Brain atlas,2780972224,4,143409427,
Character evolution,2779267337,5,44465124,
Market place,2993026780,2,162853370,
Early adopter,125502,2,162853370|111919701|39549134,""
Voltage-sensitive dye,204188946,4,24998067|185263204|181911157,""
Plucking,103913367,2,153294291|114793014,""
Continuous signal,69639812,2,11413529|24326235|119599485,
Peninsula,123588078,2,18903297|166957645,2909319743|2778260751
Blinding,2771230,2,38652104|1862650|141071460,
BMPR2,73834784,4,170493617|31507581|118131993,2781228645
Instance-based learning,24138899,4,8038995,97108695
Germ tube,36755584,3,100701293|174618031|2780917455|43143990|90080823,""
Haddock,2777080836,2,18903297|111368507|505870484,""
Relative phase,2987423054,2,24326235|120665830,
MMP9,2775997469,4,121608353|109523444,2780311003
Calcium mobilization,2909901430,4,170493617,
Hospital-acquired pneumonia,2776710477,3,555293320|501593827,
Social organisation,2993248341,2,36289849,
Sugammadex,2778560516,4,2776988050,""
Negative curvature,2983854663,3,178207025|195065555,
Ingestion rate,2993579307,4,193230392,""
Exonuclease III,2781243718,4,547475151,""
Synechococcus elongatus,2910131753,5,2777219426,
Language understanding,2983448237,2,119857082|41895202|204321447,
Signal prediction,2986368744,2,11413529|24326235|178980831,
Polymer network,2992123155,3,521977710,
CD59,184404459,3,555293320|1491633281|41625074|104317684,""
Diprenorphine,2779012664,5,2778938600|2776885963|2781063702|2778140631,
Mitotic catastrophe,186000732,5,29537977|31573885,
Stem bark,2992971432,3,45292766,2778793923
Social exclusion,160911440,2,36289849|39549134,
Apoptosis Inhibitor,2909749667,5,31573885,
Oenothera,2777671338,2,54355233|59822182|144027150,""
Projection neuron,2909767777,3,2778794669,
Missing heritability problem,144621757,5,153209595|186413461|161890455,
Ommatidium,50213807,3,1491633281|2909722775,2910545559
Excitable medium,38925971,4,39178231,
Felis,2776347271,3,2779904517,2909825096|2910078706|2908644845|2993393183
Instrumental learning,2994496168,4,163270606,
Streptomyces scabies,2779431264,5,2777915650,
Sieve tube element,103299284,4,94734249,""
Alternative therapy,2994310886,3,555293320,
Modern medicine,2992737218,3,204787440,""
Post-transcriptional modification,22232683,5,194993378|41258723|21786251|2191507|36823959|41282012,
Umami,2776946002,3,8868529|2780719635,""
Staphylococcus xylosus,2779230927,5,2779288629,
Tryptophanase,2779649380,4,2776706248|192527728|547475151,""
Massif,160776313,2,17409809|151730666|15708023,""
Just-noticeable difference,59111918,3,26760741,
Physical space,2982717780,2,,""
Hydrophobin,2778104808,3,104317684,
Agar diffusion test,11636898,4,2780104969|547475151|4937899|2779489039,""
Endocochlear potential,2780921233,4,2778815084,""
Heligmosomoides polygyrus,2778885919,3,165901193|8891405|173758957|2779341262|71928629|2778830712,""
Blood velocity,2909500294,4,178853913|158846371,
Phycodnaviridae,2779791336,4,141231307|2781144631,2910530064|2776618319
Fractured bone,2909577417,3,98516739,
Glutathione synthetase,2779344277,4,538909803,""
Ataxin 1,2776731741,5,29512474|2776925932|2780942790,
River network,2993894992,3,126645576,
Social segregation,2992235233,2,50522688|36289849,
Body sway,2993912640,2,1862650|99508421|548259974,""
Boar taint,2777888001,5,2780192828,
Competition model,2777963317,2,18903297|41895202,
Pleural cavity,2779127879,4,2777714996,""
Inactivated vaccine,2776872762,3,61656845|8891405|147483822|2522874641|22070199|159654299,
Diffusion Anisotropy,2911094599,5,2781192897|149550507,
Fungal vaccine,2909311971,3,8891405|147483822|2779341262|22070199|159654299,
Evolution of mammals,139690037,3,104317684,""
Berberis,2777288208,2,556039675|59822182|144027150,""
Reticular cell,143689837,4,2780931953,""
Arctocephalus gazella,2910298758,4,2780451601,""
Artificial seawater,10562115,3,197248824,
Ergothioneine,2777771644,4,2778004101,""
Pinus patula,2777715966,2,18903297|97137747|59822182,""
First generation,2992829110,2,,
Environmental crisis,2992231472,2,18903297|95124753|36289849,
Leaf blade,2991666437,2,6557445|59822182|144027150,
Extender,2776586616,2,159985019|42360764,
Musical notation,88639978,3,558565934,""
Conjugated system,112613896,2,75473681|55493867|178790620,""
Brachypodium distachyon,2777911459,4,141231307,""
FHIT,2780646079,4,204232928|121608353,""
Release site,2992027758,2,90856448|18903297|105702510,
Tramp,2780940892,5,2780192828,
Chromosome conformation capture,93946551,5,165864922,
Rejection rate,140685023,3,2779600286,""
Dorsolateral,2909342898,3,140530291,
Hypoxia-Inducible Factor 1-Alpha,2910043938,5,2777025900,
Antiproliferative effect,2994305598,4,121608353|190283241|62112901,
Sulfatase,2780871851,3,181199279,2777469635
Terpinen-4-ol,2779910247,3,169260993|2777278459|149849071,
Bdellovibrio,2778702687,3,188382862|523546767,2910692475
Amanita muscaria,2775865962,2,18903297|55493867|59822182,""
Licking,2780723003,2,42219234|105702510|134018914,""
Surrogate mothers,2910018330,4,2779234561,
Theory,144701195,2,111472728|11413529|125565743,
Cyanotoxin,2780834024,5,2781226839,
Bioprocess engineering,61664519,2,150903083|55493867|183696295,
Trichiasis,2781019283,4,2780929884|2777034029,""
River mouth,141268709,3,2816523|2779600286,""
Naltrindole,2777953665,5,2778938600|2776885963|2781063702|15490471,
Endogenous Factors,2909404233,2,134018914,
Oral health care,2993453402,3,2992672162|160735492,
Pattern identification,2985416751,2,11413529|178980831,
Scientific modelling,138379479,2,111472728|62520636,
CDC20,2781125876,5,29537977|134459356,
Nicotiana rustica,2777781032,2,55493867|59822182|144027150,
Peripherin,28521208,4,2779134260,""
Human proteome project,94795543,4,104397665,2779356864|2910000409|2992903488|53602550
Chromosome 20,157717039,4,30481170|84597430,
Provitamin,2781223905,4,2776940978,""
ATP citrate lyase,204999636,4,111133373,""
Slow motion,2778513438,2,120665830|153349607,
Bayesian optimization,2778049539,4,61326573,
Psychometric tests,2908794571,3,555293320|169900460,
Shore durometer,123387304,2,191897082|159985019|42360764,
Pairwise alignment,2993834777,5,45484198,
Prohormone convertase,2910756308,5,118303440|2780090379,
Host–parasite coevolution,154341299,3,71928629|33009525|2908647359,
Microcrystalline,201370411,2,159985019|42360764|115704247,
Sargassum muticum,2777648078,4,,""
Tetragonal crystal system,170751736,3,115624301|207114421,""
Folate Metabolism,2908931805,5,43563269,
Carpentry,526757652,2,78519656|166957645|147176958,
Anhidrosis,2779203496,3,555293320,""
Regional model,2994244737,2,49204034|153294291|91586092,
Therapeutic approach,2778384578,4,2779134260,""
